tox21-esre-bla-p1_summary.csv tox21-nfkb-bla-p1_summary.csv tox21-ror-cho-antagonist-p1_pubchem_summary.csv tox21-rxr-bla-agonist-p1_pubchem_summary.csv tox21-ap1-bla-agonist-p1_pubchem_summary.csv
PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity
144210646,NCGC00254395-01,2,40,,,,active 144211851,NCGC00255493-01,3,30,,,,inconclusive 251919791,NCGC00356976-01,2,75,,,,active 144211335,NCGC00254920-01,2,47,,,,active 170466305,NCGC00016672-04,2,64,,,,active
144207436,NCGC00257792-01,3,30,,,,inconclusive 144211385,NCGC00254969-01,3,30,,,,inconclusive 144207779,NCGC00258135-01,2,74,,,,active 144210880,NCGC00254336-01,2,47,,,,active 170464931,NCGC00024714-11,2,64,,,,active
144209126,NCGC00259477-01,3,30,,,,inconclusive 144213150,NCGC00256495-01,3,30,,,,inconclusive 144207793,NCGC00258149-01,2,74,,,,active 144210923,NCGC00254316-01,2,47,,,,active 170466035,NCGC00249929-01,2,64,,,,active
144209484,NCGC00259835-01,3,30,,,,inconclusive 144210944,NCGC00254512-01,3,30,,,,inconclusive 144207794,NCGC00258150-01,2,74,,,,active 144213423,NCGC00256988-01,2,47,,,,active 144211611,NCGC00257544-01,2,64,,,,active
144209557,NCGC00259908-01,3,30,,,,inconclusive 144211232,NCGC00257522-01,3,30,,,,inconclusive 144208673,NCGC00259026-01,2,74,,,,active 251919802,NCGC00357009-01,2,47,,,,active 144211608,NCGC00255559-01,2,64,,,,active
144209789,NCGC00260139-01,3,30,,,,inconclusive 144212253,NCGC00255394-01,3,30,,,,inconclusive 144209207,NCGC00259558-01,2,74,,,,active 144210362,NCGC00254019-01,2,47,,,,active 144208745,NCGC00259096-01,2,63,,,,active
144210709,NCGC00254258-01,3,30,,,,inconclusive 170464694,NCGC00015385-18,3,30,,,,inconclusive 144209356,NCGC00259707-01,2,74,,,,active 144211043,NCGC00254632-01,2,47,,,,active 144206814,NCGC00183006-01,2,63,,,,active
144210712,NCGC00254548-01,3,30,,,,inconclusive 144207594,NCGC00257950-01,3,30,,,,inconclusive 144209811,NCGC00260161-01,2,74,,,,active 144209573,NCGC00259924-01,2,47,,,,active 144209974,NCGC00260323-01,2,63,,,,active
144210977,NCGC00254568-01,3,30,,,,inconclusive 144207230,NCGC00257586-01,3,30,,,,inconclusive 144209825,NCGC00260175-01,2,74,,,,active 170466397,NCGC00014702-15,2,47,,,,active 144207948,NCGC00258304-01,2,63,,,,active
144211757,NCGC00255108-01,3,30,,,,inconclusive 170465046,NCGC00094857-05,3,30,,,,inconclusive 144209827,NCGC00260177-01,2,74,,,,active 144210965,NCGC00254556-01,2,47,,,,active 144208007,NCGC00258363-01,2,63,,,,active
144211849,NCGC00255171-01,3,30,,,,inconclusive 144209439,NCGC00259790-01,3,5,,,,inconclusive,active 144209836,NCGC00260186-01,2,74,,,,active 251919914,NCGC00357242-01,2,46,,,,active 170464766,NCGC00015829-12,2,63,,,,active
144211934,NCGC00256056-01,3,30,,,,inconclusive 144212321,NCGC00255834-01,3,5,,,,inconclusive,active 144209846,NCGC00260196-01,2,74,,,,active 144207308,NCGC00257664-01,2,46,,,,active 170466205,NCGC00262533-02,2,63,,,,active
170464661,NCGC00015523-13,3,30,,,,inconclusive 144210906,NCGC00254390-01,3,5,,,,inconclusive,active 144213861,NCGC00257372-01,2,74,,,,active 170466895,NCGC00161422-04,2,46,,,,active 144208909,NCGC00259260-01,2,63,,,,active
170464985,NCGC00094717-06,3,30,,,,inconclusive 144212317,NCGC00255964-01,3,5,,,,inconclusive,active 170464977,NCGC00263548-01,2,74,,,,active 144211270,NCGC00254855-01,2,46,,,,active 170464656,NCGC00015822-15,2,63,,,,active
170466020,NCGC00164605-02,3,30,,,,inconclusive 170465524,NCGC00091050-09,3,5,,,,inconclusive,active 170465390,NCGC00181129-06,2,74,,,,active 144210966,NCGC00254557-01,2,46,,,,active 144213917,NCGC00257393-01,2,63,,,,active
170466167,NCGC00094815-05,3,30,,,,inconclusive 144211071,NCGC00254659-01,3,5,,,,inconclusive,active 170466500,NCGC00166288-02,2,74,,,,active 144210866,NCGC00254401-01,2,46,,,,active 144208176,NCGC00258531-01,2,63,,,,active
144209673,NCGC00260024-01,3,30,,,,inconclusive 144210727,NCGC00254380-01,3,5,,,,inconclusive,active 170466763,NCGC00253704-01,2,74,,,,active 144210937,NCGC00254354-01,2,46,,,,active 144210104,NCGC00260452-01,2,62,,,,active
144210575,NCGC00254091-01,3,30,,,,inconclusive 170465469,NCGC00178879-04,3,5,,,,inconclusive,active 144207582,NCGC00257938-01,2,73,,,,active 144210834,NCGC00254363-01,2,46,,,,active 144211118,NCGC00254705-01,2,62,,,,active
144209261,NCGC00259612-01,3,30,,,,inconclusive 144213707,NCGC00257290-01,3,5,,,,inconclusive,active 144208007,NCGC00258363-01,2,73,,,,active 144210374,NCGC00254021-01,2,46,,,,active 144210015,NCGC00260363-01,2,62,,,,active
144210534,NCGC00253948-01,3,30,,,,inconclusive 144212493,NCGC00255169-01,3,5,,,,inconclusive,active 144208602,NCGC00258955-01,2,73,,,,active 144211859,NCGC00255757-01,2,46,,,,active 144208130,NCGC00258486-01,2,62,,,,active
144211389,NCGC00254973-01,3,30,,,,inconclusive 144208824,NCGC00259175-01,3,5,,,,inconclusive,active 144208747,NCGC00259098-01,2,73,,,,active 144209571,NCGC00259922-01,2,46,,,,active 144209910,NCGC00260260-01,2,62,,,,active
144208080,NCGC00258436-01,3,30,,,,inconclusive 144209798,NCGC00260148-01,3,5,,,,inconclusive,active 144208795,NCGC00259146-01,2,73,,,,active 144211317,NCGC00254902-01,2,46,,,,active 144212489,NCGC00255773-01,2,62,,,,active
144209108,NCGC00259459-01,3,30,,,,inconclusive 144211195,NCGC00254782-01,3,5,,,,inconclusive,active 144209368,NCGC00259719-01,2,73,,,,active 144207644,NCGC00258000-01,2,46,,,,active 144211853,NCGC00255579-01,2,62,,,,active
144211461,NCGC00255042-01,3,30,,,,inconclusive 170465514,NCGC00249897-01,3,5,,,,inconclusive,active 144209736,NCGC00260087-01,2,73,,,,active 144207952,NCGC00258308-01,2,46,,,,active 170465709,NCGC00181776-02,2,62,,,,active
144210818,NCGC00254337-01,3,30,,,,inconclusive 144212112,NCGC00256111-01,3,5,,,,inconclusive,active 144209993,NCGC00260341-01,2,73,,,,active 144208283,NCGC00258637-01,2,46,,,,active 144207527,NCGC00257883-01,2,62,,,,active
144207461,NCGC00257817-01,3,30,,,,inconclusive 144209722,NCGC00260073-01,3,5,,,,inconclusive,active 144210899,NCGC00254359-01,2,73,,,,active 144207829,NCGC00258185-01,2,46,,,,active 170465127,NCGC00015252-12,2,62,,,,active
144213252,NCGC00256611-01,3,30,,,,inconclusive 144210861,NCGC00254242-01,3,5,,,,inconclusive,active 144211122,NCGC00254709-01,2,73,,,,active 144208282,NCGC00258636-01,2,46,,,,active 170466430,NCGC00184983-03,2,62,,,,active
144208125,NCGC00258481-01,3,30,,,,inconclusive 170465629,NCGC00181026-02,3,5,,,,inconclusive,active 144212178,NCGC00255501-01,2,73,,,,active 144209838,NCGC00260188-01,2,46,,,,active 170465118,NCGC00018125-05,2,62,,,,active
144211877,NCGC00255427-01,3,30,,,,inconclusive 170465473,NCGC00016373-08,3,5,,,,inconclusive,active 144212568,NCGC00255374-01,2,73,,,,active 144211316,NCGC00254901-01,2,46,,,,active 144209958,NCGC00260307-01,2,62,,,,active
170465643,NCGC00016382-07,3,30,,,,inconclusive 144207774,NCGC00258130-01,3,5,,,,inconclusive,active 144212847,NCGC00256855-01,2,73,,,,active 144209144,NCGC00259495-01,2,46,,,,active 144209781,NCGC00260132-01,2,62,,,,active
170465182,NCGC00016786-15,3,30,,,,inconclusive 144212722,NCGC00255557-01,3,5,,,,inconclusive,active 144213119,NCGC00256396-01,2,73,,,,active 144210591,NCGC00253999-01,2,46,,,,active 144206444,NCGC00247725-01,2,62,,,,active
144209348,NCGC00259699-01,3,30,,,,inconclusive 144209705,NCGC00260056-01,3,5,,,,inconclusive,active 144213953,NCGC00257402-01,2,73,,,,active 144213104,NCGC00256375-01,2,46,,,,active 170466082,NCGC00178252-05,2,62,,,,active
144207527,NCGC00257883-01,3,30,,,,inconclusive 170465455,NCGC00253592-01,3,5,,,,inconclusive,active 170465330,NCGC00263568-01,2,73,,,,active 144208512,NCGC00258866-01,2,46,,,,active 170464777,NCGC00015563-13,2,62,,,,active
144211972,NCGC00255467-01,3,30,,,,inconclusive 170466521,NCGC00018301-05,3,5,,,,inconclusive,active 170465500,NCGC00091023-06,2,73,,,,active 144210111,NCGC00260459-01,2,46,,,,active 144210899,NCGC00254359-01,2,61,,,,active
144208765,NCGC00259116-01,3,30,,,,inconclusive 144209719,NCGC00260070-01,3,5,,,,inconclusive,active 144208447,NCGC00258801-01,2,72,,,,active 251919981,NCGC00357111-01,2,46,,,,active 170464977,NCGC00263548-01,2,61,,,,active
144213493,NCGC00257050-01,3,30,,,,inconclusive 144209811,NCGC00260161-01,3,5,,,,inconclusive,active 144208876,NCGC00259227-01,2,72,,,,active 144210607,NCGC00254024-01,2,45,,,,active 170464843,NCGC00016522-10,2,61,,,,active
144212333,NCGC00255475-01,3,30,,,,inconclusive 144208873,NCGC00259224-01,3,5,,,,inconclusive,active 144209154,NCGC00259505-01,2,72,,,,active 144210956,NCGC00254314-01,2,45,,,,active 170465455,NCGC00253592-01,2,61,,,,active
144212693,NCGC00255672-01,3,30,,,,inconclusive 144207779,NCGC00258135-01,3,5,,,,inconclusive,active 144209196,NCGC00259547-01,2,72,,,,active 144210784,NCGC00254499-01,2,45,,,,active 170466169,NCGC00016698-06,2,61,,,,active
144213868,NCGC00257249-01,3,30,,,,inconclusive 144209457,NCGC00259808-01,3,5,,,,inconclusive,active 144209399,NCGC00259750-01,2,72,,,,active 144209418,NCGC00259769-01,2,45,,,,active 144213861,NCGC00257372-01,2,61,,,,active
144208216,NCGC00258571-01,3,30,,,,inconclusive 170465652,NCGC00167547-02,3,5,,,,inconclusive,inconclusive 144209910,NCGC00260260-01,2,72,,,,active 144208291,NCGC00258645-01,2,45,,,,active 144212795,NCGC00256662-01,2,61,,,,active
144207510,NCGC00257866-01,3,30,,,,inconclusive 144207948,NCGC00258304-01,3,5,,,,inconclusive,active 144210588,NCGC00254157-01,2,72,,,,active 170465725,NCGC00091532-06,2,45,,,,active 144207779,NCGC00258135-01,2,61,,,,active
170466403,NCGC00164581-02,3,30,,,,inconclusive 170466197,NCGC00165865-02,3,5,,,,inconclusive,active 144211394,NCGC00254978-01,2,72,,,,active 144214007,NCGC00091532-04,2,45,,,,active 144213936,NCGC00256620-01,2,61,,,,active
144207489,NCGC00257845-01,3,30,,,,inconclusive 170465729,NCGC00094819-07,3,5,,,,inconclusive,active 144211461,NCGC00255042-01,2,72,,,,active 144207927,NCGC00258283-01,2,45,,,,active 144208907,NCGC00259258-01,2,60,,,,active
170466458,NCGC00160648-02,3,30,,,,inconclusive 144208226,NCGC00258581-01,3,5,,,,inconclusive,active 144213236,NCGC00256573-01,2,72,,,,active 144212565,NCGC00255244-01,2,45,,,,active 144213348,NCGC00256618-01,2,60,,,,active
144210160,NCGC00260508-01,3,30,,,,inconclusive 144208007,NCGC00258363-01,3,5,,,,inconclusive,active 170464949,NCGC00274068-01,2,72,,,,active 144211090,NCGC00254677-01,2,45,,,,active 144209723,NCGC00260074-01,2,60,,,,active
144209515,NCGC00259866-01,3,30,,,,inconclusive 170465422,NCGC00018258-10,3,5,,,,inconclusive,inconclusive 170465892,NCGC00262959-01,2,72,,,,active 144210841,NCGC00254334-01,2,45,,,,active 144210770,NCGC00254253-01,2,60,,,,active
170465072,NCGC00178754-06,3,30,,,,inconclusive 170466615,NCGC00095016-05,3,5,,,,inconclusive,active 170466068,NCGC00253770-01,2,72,,,,active 144211126,NCGC00254713-01,2,45,,,,active 144212515,NCGC00255776-01,2,60,,,,active
144211066,NCGC00254654-01,3,30,,,,inconclusive 144208727,NCGC00259079-01,3,5,,,,inconclusive,active 251919707,NCGC00357013-01,2,72,,,,active 144207337,NCGC00257693-01,2,45,,,,active 144212252,NCGC00255684-01,2,60,,,,active
170464873,NCGC00095150-08,3,30,,,,inconclusive 144207947,NCGC00258303-01,3,5,,,,inconclusive,active 144206325,NCGC00181290-01,2,71,,,,active 144210396,NCGC00254001-01,2,45,,,,active 170466706,NCGC00262926-01,2,60,,,,active
170465746,NCGC00163355-05,3,30,,,,inconclusive 170465598,NCGC00016064-12,3,5,,,,inconclusive,active 144207790,NCGC00258146-01,2,71,,,,active 144207622,NCGC00257978-01,2,45,,,,active 144207302,NCGC00257658-01,2,60,,,,active
144210380,NCGC00254138-01,3,30,,,,inconclusive 170465995,NCGC00164603-04,3,5,,,,inconclusive,active 144209244,NCGC00259595-01,2,71,,,,active 144211348,NCGC00254933-01,2,45,,,,active 144210835,NCGC00254272-01,2,60,,,,active
170465903,NCGC00096122-05,3,30,,,,inconclusive 144210574,NCGC00254071-01,3,5,,,,inconclusive,active 144209327,NCGC00259678-01,2,71,,,,active 144207666,NCGC00258022-01,2,45,,,,active 144208916,NCGC00259267-01,2,60,,,,active
170465125,NCGC00167507-04,3,30,,,,inconclusive 144209654,NCGC00260005-01,3,5,,,,inconclusive,active 144209400,NCGC00259751-01,2,71,,,,active 144211944,NCGC00255386-01,2,45,,,,active 170465596,NCGC00015656-12,2,60,,,,active
144209599,NCGC00259950-01,3,30,,,,inconclusive 170465226,NCGC00177980-03,3,5,,,,inconclusive,active 144209799,NCGC00260149-01,2,71,,,,active 144212809,NCGC00256644-01,2,45,,,,active 144209851,NCGC00260201-01,2,60,,,,active
144214013,NCGC00091839-03,3,30,,,,inconclusive 170464901,NCGC00179596-03,3,5,,,,inconclusive,active 144210313,NCGC00260660-01,2,71,,,,active 144212422,NCGC00255852-01,2,45,,,,active 170466399,NCGC00013130-04,2,60,,,,active
144212741,NCGC00255963-01,3,30,,,,inconclusive 170465064,NCGC00188863-02,3,5,,,,inconclusive,inconclusive 144210534,NCGC00253948-01,2,71,,,,active 144211662,NCGC00255807-01,2,45,,,,active 144210399,NCGC00253925-01,2,59,,,,active
144213708,NCGC00257328-01,3,30,,,,inconclusive 144211636,NCGC00255891-01,3,5,,,,inconclusive,active 144210958,NCGC00254549-01,2,71,,,,active 170466049,NCGC00015542-07,2,45,,,,active 144209722,NCGC00260073-01,2,59,,,,active
144209885,NCGC00260235-01,3,30,,,,inconclusive 170466240,NCGC00178352-06,3,5,,,,inconclusive,active 144211556,NCGC00255864-01,2,71,,,,active 144211730,NCGC00256117-01,2,45,,,,active 144209523,NCGC00259874-01,2,59,,,,active
144211496,NCGC00255077-01,3,30,,,,inconclusive 170465550,NCGC00185743-02,3,5,,,,inconclusive,active 144212067,NCGC00255264-01,2,71,,,,active 144210602,NCGC00254039-01,2,44,,,,active 170465994,NCGC00161621-03,2,59,,,,active
170466594,NCGC00016626-04,3,30,,,,inconclusive 144207798,NCGC00258154-01,3,5,,,,inconclusive,active 144213215,NCGC00256402-01,2,71,,,,active 144208276,NCGC00258631-01,2,44,,,,active 144211528,NCGC00255905-01,2,59,,,,active
144208664,NCGC00259017-01,3,30,,,,inconclusive 170465336,NCGC00181002-04,3,5,,,,inconclusive,active 144213367,NCGC00257022-01,2,71,,,,active 144210183,NCGC00260530-01,2,44,,,,active 170466124,NCGC00160664-03,2,59,,,,active
170466408,NCGC00184998-02,3,30,,,,inconclusive 144212517,NCGC00255452-01,3,5,,,,inconclusive,active 144213428,NCGC00257123-01,2,71,,,,active 144210744,NCGC00254402-01,2,44,,,,active 170466894,NCGC00015042-11,2,59,,,,active
144213502,NCGC00256975-01,3,30,,,,inconclusive 170464951,NCGC00164385-05,3,5,,,,inconclusive,active 170464710,NCGC00167465-02,2,71,,,,active 144211369,NCGC00254954-01,2,44,,,,active 170465094,NCGC00021145-11,2,59,,,,active
144211896,NCGC00255354-01,3,30,,,,inconclusive 170465157,NCGC00164127-07,3,5,,,,inconclusive,inconclusive 170465289,NCGC00164631-05,2,71,,,,active 144210982,NCGC00254573-01,2,44,,,,active 170465371,NCGC00015273-19,2,59,,,,active
144213865,NCGC00257459-01,3,30,,,,inconclusive 170465425,NCGC00024928-23,3,5,,,,inconclusive,active 170465310,NCGC00094748-07,2,71,,,,active 144210914,NCGC00254353-01,2,44,,,,active 170464758,NCGC00015095-15,2,59,,,,active
144211882,NCGC00255247-01,3,30,,,,inconclusive 144206851,NCGC00183008-01,3,5,,,,inconclusive,active 170465687,NCGC00015810-12,2,71,,,,active 144211347,NCGC00254932-01,2,44,,,,active 144210910,NCGC00254542-01,2,59,,,,active
144209640,NCGC00259991-01,3,30,,,,inconclusive 170466307,NCGC00015424-11,3,5,,,,inconclusive,inconclusive 170465714,NCGC00164283-07,2,71,,,,active 144210507,NCGC00254060-01,2,44,,,,active 144210007,NCGC00260355-01,2,59,,,,active
144211795,NCGC00255214-01,3,30,,,,inconclusive 170466793,NCGC00182055-03,3,5,,,,inconclusive,inconclusive 170466499,NCGC00160416-02,2,71,,,,active 144208513,NCGC00258867-01,2,44,,,,active 170465832,NCGC00178069-05,2,59,,,,active
170466601,NCGC00160556-02,3,30,,,,inconclusive 170466088,NCGC00015300-10,3,5,,,,inconclusive,active 170466575,NCGC00263542-01,2,71,,,,active 144210900,NCGC00254372-01,2,44,,,,active 144212409,NCGC00255660-01,2,59,,,,active
170465184,NCGC00015735-11,3,30,,,,inconclusive 144209366,NCGC00259717-01,3,5,,,,inconclusive,active 144207788,NCGC00258144-01,2,70,,,,active 144212536,NCGC00255226-01,2,44,,,,active 144209579,NCGC00259930-01,2,59,,,,active
144212827,NCGC00256740-01,3,30,,,,inconclusive 144213676,NCGC00257413-01,3,5,,,,inconclusive,active 144207791,NCGC00258147-01,2,70,,,,active 144210639,NCGC00253998-01,2,44,,,,active 144208850,NCGC00259201-01,2,58,,,,active
144213504,NCGC00257012-01,3,30,,,,inconclusive 170466887,NCGC00095192-05,3,5,,,,inconclusive,active 144208429,NCGC00258783-01,2,70,,,,active 144212554,NCGC00255930-01,2,44,,,,active 144209225,NCGC00259576-01,2,58,,,,active
170466680,NCGC00253639-01,3,30,,,,inconclusive 144211494,NCGC00255075-01,3,5,,,,inconclusive,active 144208875,NCGC00259226-01,2,70,,,,active 144210534,NCGC00253948-01,2,44,,,,active 144209066,NCGC00259417-01,2,58,,,,active
170465050,NCGC00015321-11,3,30,,,,inconclusive 144211262,NCGC00254847-01,3,5,,,,inconclusive,active 144209739,NCGC00260090-01,2,70,,,,active 144211349,NCGC00254934-01,2,44,,,,active 144208474,NCGC00258828-01,2,58,,,,active
170465777,NCGC00253577-01,3,30,,,,inconclusive 144210857,NCGC00254455-01,3,5,,,,inconclusive,active 144210191,NCGC00260538-01,2,70,,,,active 144207321,NCGC00257677-01,2,44,,,,active 170466521,NCGC00018301-05,2,58,,,,active
170464671,NCGC00167525-02,3,30,,,,inconclusive 144213741,NCGC00257503-01,3,5,,,,inconclusive,inconclusive 144210718,NCGC00254418-01,2,70,,,,active 144208259,NCGC00258614-01,2,44,,,,active 170465310,NCGC00094748-07,2,58,,,,active
144210473,NCGC00253952-01,3,30,,,,inconclusive 144210636,NCGC00254226-01,3,5,,,,inconclusive,active 144210739,NCGC00254442-01,2,70,,,,active 144210637,NCGC00254038-01,2,44,,,,active 144209798,NCGC00260148-01,2,58,,,,active
144212596,NCGC00255281-01,3,30,,,,inconclusive 144209910,NCGC00260260-01,3,5,,,,inconclusive,active 144211225,NCGC00254812-01,2,70,,,,active 144213719,NCGC00257275-01,2,44,,,,active 144212682,NCGC00255136-01,2,58,,,,active
170465542,NCGC00159476-09,3,30,,,,inconclusive 144208441,NCGC00258795-01,3,5,,,,inconclusive,active 144211613,NCGC00257543-01,2,70,,,,active 144209617,NCGC00259968-01,2,44,,,,active 144212078,NCGC00256238-01,2,58,,,,active
170465699,NCGC00164493-02,3,30,,,,inconclusive 144208726,NCGC00259078-01,3,5,,,,inconclusive,active 144212384,NCGC00255707-01,2,70,,,,active 144211545,NCGC00255674-01,2,44,,,,active 170466546,NCGC00178369-05,2,58,,,,active
144207919,NCGC00258275-01,3,30,,,,inconclusive 144210410,NCGC00254009-01,3,5,,,,inconclusive,active 144212433,NCGC00255972-01,2,70,,,,active 144211083,NCGC00254670-01,2,44,,,,active 144209169,NCGC00259520-01,2,58,,,,active
170466071,NCGC00166207-02,3,30,,,,inconclusive 144211780,NCGC00255647-01,3,5,,,,inconclusive,active 144212488,NCGC00255380-01,2,70,,,,active 144210430,NCGC00253978-01,2,44,,,,active 144212136,NCGC00255897-01,2,58,,,,active
144208987,NCGC00259338-01,3,30,,,,inconclusive 144212925,NCGC00256632-01,3,5,,,,inconclusive,active 144212534,NCGC00255514-01,2,70,,,,active 144207356,NCGC00257712-01,2,44,,,,active 144210824,NCGC00254300-01,2,58,,,,active
144213602,NCGC00257038-01,3,30,,,,inconclusive 144208850,NCGC00259201-01,3,5,,,,inconclusive,active 144212586,NCGC00255265-01,2,70,,,,active 144211063,NCGC00254652-01,2,44,,,,active 170465760,NCGC00249914-01,2,58,,,,active
144211851,NCGC00255493-01,3,30,,,,inconclusive 144212799,NCGC00256738-01,3,5,,,,inconclusive,active 144213825,NCGC00257389-01,2,70,,,,active 144207336,NCGC00257692-01,2,44,,,,active 170464896,NCGC00015368-11,2,58,,,,active
144209219,NCGC00259570-01,3,30,,,,inconclusive 144211337,NCGC00254922-01,3,5,,,,inconclusive,active 170465113,NCGC00159458-05,2,70,,,,active 144208261,NCGC00258616-01,2,44,,,,active 144210609,NCGC00254223-01,2,58,,,,active
144211857,NCGC00255583-01,3,30,,,,inconclusive 144213674,NCGC00257360-01,3,5,,,,inconclusive,active 170465646,NCGC00166309-02,2,70,,,,active 144211082,NCGC00254669-01,2,44,,,,active 170466087,NCGC00015647-18,2,57,,,,active
144213150,NCGC00256495-01,3,30,,,,inconclusive 144212558,NCGC00255906-01,3,5,,,,inconclusive,active 170466045,NCGC00261967-01,2,70,,,,active 144207968,NCGC00258324-01,2,44,,,,active 170465469,NCGC00178879-04,2,57,,,,active
144210161,NCGC00260509-01,3,30,,,,inconclusive 144213861,NCGC00257372-01,3,5,,,,inconclusive,active 170466067,NCGC00166120-02,2,70,,,,active 144212198,NCGC00255507-01,2,44,,,,active 170466390,NCGC00181775-02,2,57,,,,active
144207986,NCGC00258342-01,3,30,,,,inconclusive 144207895,NCGC00258251-01,3,5,,,,inconclusive,active 170466094,NCGC00177971-03,2,70,,,,active 144210811,NCGC00254317-01,2,44,,,,active 144213197,NCGC00256325-01,2,57,,,,active
144211385,NCGC00254969-01,3,30,,,,inconclusive 144213240,NCGC00256347-01,3,5,,,,inconclusive,active 170466204,NCGC00161634-06,2,70,,,,active 144209143,NCGC00259494-01,2,44,,,,active 170465792,NCGC00013895-08,2,57,,,,active
144211232,NCGC00257522-01,3,30,,,,inconclusive 144209523,NCGC00259874-01,3,5,,,,inconclusive,active 170466326,NCGC00253624-01,2,70,,,,active 144207338,NCGC00257694-01,2,44,,,,active 170465594,NCGC00014670-17,2,57,,,,active
170464706,NCGC00016016-18,3,30,,,,inconclusive 144208220,NCGC00258575-01,3,5,,,,inconclusive,active 170466800,NCGC00016423-15,2,70,,,,active 144212796,NCGC00256682-01,2,44,,,,active 144213392,NCGC00256930-01,2,57,,,,active
144209666,NCGC00260017-01,3,30,,,,inconclusive 144213959,NCGC00257332-01,3,5,,,,inconclusive,active 144207617,NCGC00257973-01,2,69,,,,active 144210714,NCGC00254361-01,2,43,,,,active 251919955,NCGC00357051-01,2,57,,,,active
144212253,NCGC00255394-01,3,30,,,,inconclusive 144212381,NCGC00255770-01,3,5,,,,inconclusive,active 144207636,NCGC00257992-01,2,69,,,,active 144210408,NCGC00254041-01,2,43,,,,active 144209999,NCGC00260347-01,2,57,,,,active
144207594,NCGC00257950-01,3,30,,,,inconclusive 144207362,NCGC00257718-01,3,5,,,,inconclusive,active 144208378,NCGC00258732-01,2,69,,,,active 170466843,NCGC00166115-02,2,43,,,,active 144210410,NCGC00254009-01,2,57,,,,active
144210944,NCGC00254512-01,3,30,,,,inconclusive 144209207,NCGC00259558-01,3,5,,,,inconclusive,active 144208465,NCGC00258819-01,2,69,,,,active 144210298,NCGC00260645-01,2,43,,,,active 144213228,NCGC00256382-01,2,57,,,,active
170464694,NCGC00015385-18,3,30,,,,inconclusive 144213703,NCGC00257500-01,3,5,,,,inconclusive,active 144209225,NCGC00259576-01,2,69,,,,active 144211084,NCGC00254671-01,2,43,,,,active 144209196,NCGC00259547-01,2,57,,,,active
170465819,NCGC00016345-08,3,30,,,,inconclusive 144209268,NCGC00259619-01,3,5,,,,inconclusive,active 144209430,NCGC00259781-01,2,69,,,,active 144211374,NCGC00254959-01,2,43,,,,active 144211389,NCGC00254973-01,2,57,,,,active
144210934,NCGC00254432-01,3,30,,,,inconclusive 144212515,NCGC00255776-01,3,5,,,,inconclusive,active 144209753,NCGC00260104-01,2,69,,,,active 144210381,NCGC00253979-01,2,43,,,,active 170465995,NCGC00164603-04,2,57,,,,active
170465046,NCGC00094857-05,3,30,,,,inconclusive 144210809,NCGC00254443-01,3,5,,,,inconclusive,inconclusive 144209830,NCGC00260180-01,2,69,,,,active 144212730,NCGC00255669-01,2,43,,,,active 251919761,NCGC00357062-01,2,57,,,,active
144207230,NCGC00257586-01,3,30,,,,inconclusive 144207969,NCGC00258325-01,3,5,,,,inconclusive,active 144210755,NCGC00254381-01,2,69,,,,active 144210363,NCGC00254022-01,2,43,,,,active 144208408,NCGC00258762-01,2,57,,,,active
144213616,NCGC00257001-01,3,30,,,,inconclusive 144209922,NCGC00260272-01,3,5,,,,inconclusive,active 144210759,NCGC00254497-01,2,69,,,,active 170465447,NCGC00178869-03,2,43,,,,active 144212726,NCGC00255367-01,2,57,,,,active
170465864,NCGC00159451-06,3,30,,,,inconclusive 144210733,NCGC00254538-01,3,5,,,,inconclusive,active 144210806,NCGC00254321-01,2,69,,,,active 170466700,NCGC00253643-01,2,43,,,,active 144210569,NCGC00253971-01,2,57,,,,active
170465609,NCGC00238452-03,3,20,,,,active 144213972,NCGC00164127-03,3,5,,,,inconclusive,active 144211170,NCGC00254756-01,2,69,,,,active 144208281,NCGC00258635-01,2,43,,,,active 144206884,NCGC00181913-02,2,57,,,,active
