file,sample,treatment,population,time,clone,total,base_substitution,small_indel,large_deletion,large_insertion,large_amplification,large_substitution,mobile_element_insertion,gene_conversion,inversion,changed_bp,deleted_bp,inserted_bp,called_bp,total_bp,base_substitution.synonymous,base_substitution.nonsynonymous,base_substitution.nonsense,base_substitution.noncoding,base_substitution.pseudogene,base_substitution.intergenic,mobile_element.IS1,mobile_element.IS150,mobile_element.IS186,mobile_element.IS3,mobile_element.IS4,mobile_element.mediated.IS1,mobile_element.mediated.IS150,mobile_element.mediated.IS186,mobile_element.mediated.IS3,POSSIBLE.INTERGENIC.AT.GC,POSSIBLE.INTERGENIC.AT.CG,POSSIBLE.INTERGENIC.AT.TA,POSSIBLE.INTERGENIC.CG.TA,POSSIBLE.INTERGENIC.CG.AT,POSSIBLE.INTERGENIC.CG.GC,POSSIBLE.INTERGENIC.TOTAL,POSSIBLE.NONCODING.AT.GC,POSSIBLE.NONCODING.AT.CG,POSSIBLE.NONCODING.AT.TA,POSSIBLE.NONCODING.CG.TA,POSSIBLE.NONCODING.CG.AT,POSSIBLE.NONCODING.CG.GC,POSSIBLE.NONCODING.TOTAL,POSSIBLE.PSEUDOGENE.AT.GC,POSSIBLE.PSEUDOGENE.AT.CG,POSSIBLE.PSEUDOGENE.AT.TA,POSSIBLE.PSEUDOGENE.CG.TA,POSSIBLE.PSEUDOGENE.CG.AT,POSSIBLE.PSEUDOGENE.CG.GC,POSSIBLE.PSEUDOGENE.TOTAL,POSSIBLE.SYNONYMOUS.AT.GC,POSSIBLE.SYNONYMOUS.AT.CG,POSSIBLE.SYNONYMOUS.AT.TA,POSSIBLE.SYNONYMOUS.CG.TA,POSSIBLE.SYNONYMOUS.CG.AT,POSSIBLE.SYNONYMOUS.CG.GC,POSSIBLE.SYNONYMOUS.TOTAL,POSSIBLE.NONSYNONYMOUS.AT.GC,POSSIBLE.NONSYNONYMOUS.AT.CG,POSSIBLE.NONSYNONYMOUS.AT.TA,POSSIBLE.NONSYNONYMOUS.CG.TA,POSSIBLE.NONSYNONYMOUS.CG.AT,POSSIBLE.NONSYNONYMOUS.CG.GC,POSSIBLE.NONSYNONYMOUS.TOTAL,POSSIBLE.NONSENSE.AT.GC,POSSIBLE.NONSENSE.AT.CG,POSSIBLE.NONSENSE.AT.TA,POSSIBLE.NONSENSE.CG.TA,POSSIBLE.NONSENSE.CG.AT,POSSIBLE.NONSENSE.CG.GC,POSSIBLE.NONSENSE.TOTAL,POSSIBLE.TOTAL.AT.GC,POSSIBLE.TOTAL.AT.CG,POSSIBLE.TOTAL.AT.TA,POSSIBLE.TOTAL.CG.TA,POSSIBLE.TOTAL.CG.AT,POSSIBLE.TOTAL.CG.GC,POSSIBLE.TOTAL.TOTAL,OBSERVED.INTERGENIC.AT.GC,OBSERVED.INTERGENIC.AT.CG,OBSERVED.INTERGENIC.AT.TA,OBSERVED.INTERGENIC.CG.TA,OBSERVED.INTERGENIC.CG.AT,OBSERVED.INTERGENIC.CG.GC,OBSERVED.INTERGENIC.TOTAL,OBSERVED.NONCODING.AT.GC,OBSERVED.NONCODING.AT.CG,OBSERVED.NONCODING.AT.TA,OBSERVED.NONCODING.CG.TA,OBSERVED.NONCODING.CG.AT,OBSERVED.NONCODING.CG.GC,OBSERVED.NONCODING.TOTAL,OBSERVED.PSEUDOGENE.AT.GC,OBSERVED.PSEUDOGENE.AT.CG,OBSERVED.PSEUDOGENE.AT.TA,OBSERVED.PSEUDOGENE.CG.TA,OBSERVED.PSEUDOGENE.CG.AT,OBSERVED.PSEUDOGENE.CG.GC,OBSERVED.PSEUDOGENE.TOTAL,OBSERVED.SYNONYMOUS.AT.GC,OBSERVED.SYNONYMOUS.AT.CG,OBSERVED.SYNONYMOUS.AT.TA,OBSERVED.SYNONYMOUS.CG.TA,OBSERVED.SYNONYMOUS.CG.AT,OBSERVED.SYNONYMOUS.CG.GC,OBSERVED.SYNONYMOUS.TOTAL,OBSERVED.NONSYNONYMOUS.AT.GC,OBSERVED.NONSYNONYMOUS.AT.CG,OBSERVED.NONSYNONYMOUS.AT.TA,OBSERVED.NONSYNONYMOUS.CG.TA,OBSERVED.NONSYNONYMOUS.CG.AT,OBSERVED.NONSYNONYMOUS.CG.GC,OBSERVED.NONSYNONYMOUS.TOTAL,OBSERVED.NONSENSE.AT.GC,OBSERVED.NONSENSE.AT.CG,OBSERVED.NONSENSE.AT.TA,OBSERVED.NONSENSE.CG.TA,OBSERVED.NONSENSE.CG.AT,OBSERVED.NONSENSE.CG.GC,OBSERVED.NONSENSE.TOTAL,OBSERVED.TOTAL.AT.GC,OBSERVED.TOTAL.AT.CG,OBSERVED.TOTAL.AT.TA,OBSERVED.TOTAL.CG.TA,OBSERVED.TOTAL.CG.AT,OBSERVED.TOTAL.CG.GC,OBSERVED.TOTAL.TOTAL
Ara+1_50000gen_11392.gd,Ara+1_50000gen_11392,LTEE,Ara+1,50000,A,122,47,17,16,0,3,1,37,0,1,53,385233,271177,4465410,4629812,7,28,2,0,1,9,2,34,1,0,0,3,9,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,3,1,2,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,3,1,0,7,8,5,1,8,5,1,28,0,0,0,0,2,0,2,11,10,2,14,9,1,47
Ara+1_50000gen_11393.gd,Ara+1_50000gen_11393,LTEE,Ara+1,50000,B,126,45,18,16,0,3,1,42,0,1,51,327995,276985,4465410,4629812,8,27,1,0,1,8,4,36,2,0,0,4,9,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,2,1,2,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,3,1,0,8,6,7,1,7,5,1,27,0,0,0,0,1,0,1,10,11,2,13,8,1,45
Ara+2_500gen_769A.gd,Ara+2_500gen_769A,LTEE,Ara+2,500,A,2,2,0,0,0,0,0,0,0,0,2,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Ara+2_500gen_769B.gd,Ara+2_500gen_769B,LTEE,Ara+2,500,B,2,2,0,0,0,0,0,0,0,0,2,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Ara+2_1000gen_959A.gd,Ara+2_1000gen_959A,LTEE,Ara+2,1000,A,4,3,0,0,0,0,0,1,0,0,3,0,777,4465410,4629812,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3
Ara+2_1000gen_959B.gd,Ara+2_1000gen_959B,LTEE,Ara+2,1000,B,4,3,0,0,0,0,0,1,0,0,3,0,777,4465410,4629812,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Ara+2_1500gen_1063A.gd,Ara+2_1500gen_1063A,LTEE,Ara+2,1500,A,5,3,0,1,0,0,0,1,0,0,3,6414,777,4465410,4629812,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3
Ara+2_1500gen_1063B.gd,Ara+2_1500gen_1063B,LTEE,Ara+2,1500,B,6,5,0,0,0,0,0,1,0,0,5,0,777,4465410,4629812,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,1,5
Ara+2_2000gen_1159A.gd,Ara+2_2000gen_1159A,LTEE,Ara+2,2000,A,8,6,0,1,0,0,0,1,0,0,6,3537,777,4465410,4629812,1,4,0,0,0,1,1,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,4,0,0,0,0,0,0,0,0,1,0,3,1,1,6
Ara+2_2000gen_1159B.gd,Ara+2_2000gen_1159B,LTEE,Ara+2,2000,B,9,5,0,1,0,0,0,3,0,0,5,3537,3572,4465410,4629812,1,4,0,0,0,0,1,1,1,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,4,0,0,0,0,0,0,0,0,1,0,2,1,1,5
Ara+2_5000gen_2174A.gd,Ara+2_5000gen_2174A,LTEE,Ara+2,5000,A,12,5,2,0,0,1,0,4,0,0,5,1,65028,4465410,4629812,0,5,0,0,0,0,2,0,2,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,5,0,0,0,0,0,0,0,0,2,0,0,2,1,5
Ara+2_5000gen_2174B.gd,Ara+2_5000gen_2174B,LTEE,Ara+2,5000,B,11,5,2,0,0,1,0,3,0,0,5,1,64251,4465410,4629812,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,5,0,0,0,0,0,0,0,0,2,0,0,2,1,5
Ara+2_10000gen_4531A.gd,Ara+2_10000gen_4531A,LTEE,Ara+2,10000,A,23,12,3,3,0,2,0,3,0,0,12,53853,93311,4465410,4629812,0,9,2,0,0,1,1,1,1,0,0,3,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,1,9,0,1,0,0,1,0,2,2,4,0,0,5,1,12
Ara+2_10000gen_4531B.gd,Ara+2_10000gen_4531B,LTEE,Ara+2,10000,B,25,12,4,4,0,2,0,3,0,0,12,114626,93311,4465410,4629812,0,9,2,0,0,1,1,1,1,0,0,3,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,1,9,0,1,0,0,1,0,2,2,4,0,0,5,1,12
Ara+2_15000gen_7184A.gd,Ara+2_15000gen_7184A,LTEE,Ara+2,15000,A,31,15,5,5,0,3,0,3,0,0,15,97453,122280,4465410,4629812,0,11,2,0,0,2,1,1,1,0,0,4,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,1,11,0,1,0,0,1,0,2,2,6,0,1,5,1,15
Ara+2_15000gen_7184B.gd,Ara+2_15000gen_7184B,LTEE,Ara+2,15000,B,33,17,5,6,0,2,0,3,0,0,17,126399,93320,4465410,4629812,1,11,2,0,0,3,1,1,1,0,0,5,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,5,0,0,3,1,11,0,1,0,0,1,0,2,4,6,0,1,5,1,17
Ara+2_20000gen_8601A.gd,Ara+2_20000gen_8601A,LTEE,Ara+2,20000,A,38,18,7,6,0,2,0,5,0,0,18,119603,95448,4465410,4629812,0,12,2,0,0,4,2,1,2,0,0,4,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,3,1,12,0,1,0,0,1,0,2,3,6,0,3,5,1,18
Ara+2_20000gen_8601B.gd,Ara+2_20000gen_8601B,LTEE,Ara+2,20000,B,35,16,8,6,0,2,0,3,0,0,16,119603,93322,4465410,4629812,0,11,2,0,0,3,1,1,1,0,0,4,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,3,1,11,0,1,0,0,1,0,2,3,5,0,2,5,1,16
Ara+2_30000gen_10407.gd,Ara+2_30000gen_10407,LTEE,Ara+2,30000,A,47,23,8,6,0,2,0,8,0,0,23,119608,98922,4465410,4629812,0,15,2,0,0,6,3,1,4,0,0,4,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,2,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,1,15,0,1,0,0,1,0,2,3,7,0,6,6,1,23
Ara+2_30000gen_10408.gd,Ara+2_30000gen_10408,LTEE,Ara+2,30000,B,48,22,9,7,0,3,0,7,0,0,22,120039,112537,4465410,4629812,2,12,2,0,1,5,2,1,3,1,0,4,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,1,0,2,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,3,4,0,1,3,1,12,0,1,0,0,1,0,2,4,7,0,4,6,1,22
Ara+2_40000gen_10950.gd,Ara+2_40000gen_10950,LTEE,Ara+2,40000,A,59,32,10,6,0,2,0,9,0,0,32,119608,99805,4465410,4629812,1,20,3,0,0,8,4,2,3,0,0,4,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,3,0,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,6,0,5,4,1,20,0,1,0,0,2,0,3,5,10,0,9,7,1,32
Ara+2_40000gen_10951.gd,Ara+2_40000gen_10951,LTEE,Ara+2,40000,B,55,28,10,6,0,2,0,9,0,0,28,119608,99805,4465410,4629812,0,17,3,0,0,8,4,2,3,0,0,4,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,3,0,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,1,17,0,1,0,0,2,0,3,5,8,0,7,7,1,28
Ara+2_50000gen_11342.gd,Ara+2_50000gen_11342,LTEE,Ara+2,50000,A,68,37,11,8,0,2,0,10,0,0,37,148569,101250,4465410,4629812,0,23,3,0,0,11,4,3,3,0,0,5,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,4,0,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,5,1,23,0,1,0,0,2,0,3,7,9,0,11,9,1,37
Ara+2_50000gen_11343.gd,Ara+2_50000gen_11343,LTEE,Ara+2,50000,B,68,38,11,7,0,2,0,10,0,0,38,134089,101250,4465410,4629812,0,23,3,0,0,12,4,3,3,0,0,5,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,3,4,0,3,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,5,1,23,0,1,0,0,2,0,3,8,9,0,11,9,1,38
Ara+3_500gen_770A.gd,Ara+3_500gen_770A,LTEE,Ara+3,500,A,2,1,1,0,0,0,0,0,0,0,1,0,1,4465410,4629812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ara+3_500gen_770B.gd,Ara+3_500gen_770B,LTEE,Ara+3,500,B,3,1,1,0,0,0,0,1,0,0,1,1,1446,4465410,4629812,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Ara+3_1000gen_960A.gd,Ara+3_1000gen_960A,LTEE,Ara+3,1000,A,4,2,1,1,0,0,0,0,0,0,2,5700,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2
Ara+3_1000gen_960B.gd,Ara+3_1000gen_960B,LTEE,Ara+3,1000,B,4,2,1,1,0,0,0,0,0,0,2,4570,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2
Ara+3_1500gen_1064A.gd,Ara+3_1500gen_1064A,LTEE,Ara+3,1500,A,6,3,1,1,0,0,0,1,0,0,3,5700,1439,4465410,4629812,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,3
Ara+3_1500gen_1064B.gd,Ara+3_1500gen_1064B,LTEE,Ara+3,1500,B,6,4,1,0,0,0,0,1,0,0,4,9,1446,4465410,4629812,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,1,2,0,4
Ara+3_2000gen_1160A.gd,Ara+3_2000gen_1160A,LTEE,Ara+3,2000,A,8,4,1,1,0,0,0,2,0,0,4,5700,2886,4465410,4629812,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,4,0,0,0,0,0,0,0,0,2,0,1,1,0,4
