file,sample,treatment,population,time,clone,total,base_substitution,small_indel,large_deletion,large_insertion,large_amplification,large_substitution,mobile_element_insertion,gene_conversion,inversion,changed_bp,deleted_bp,inserted_bp,called_bp,total_bp,base_substitution.synonymous,base_substitution.nonsynonymous,base_substitution.nonsense,base_substitution.noncoding,base_substitution.pseudogene,base_substitution.intergenic,mobile_element.IS1,mobile_element.IS150,mobile_element.IS186,mobile_element.IS3,mobile_element.IS4,mobile_element.mediated.IS1,mobile_element.mediated.IS150,mobile_element.mediated.IS186,mobile_element.mediated.IS3,POSSIBLE.INTERGENIC.AT.GC,POSSIBLE.INTERGENIC.AT.CG,POSSIBLE.INTERGENIC.AT.TA,POSSIBLE.INTERGENIC.CG.TA,POSSIBLE.INTERGENIC.CG.AT,POSSIBLE.INTERGENIC.CG.GC,POSSIBLE.INTERGENIC.TOTAL,POSSIBLE.NONCODING.AT.GC,POSSIBLE.NONCODING.AT.CG,POSSIBLE.NONCODING.AT.TA,POSSIBLE.NONCODING.CG.TA,POSSIBLE.NONCODING.CG.AT,POSSIBLE.NONCODING.CG.GC,POSSIBLE.NONCODING.TOTAL,POSSIBLE.PSEUDOGENE.AT.GC,POSSIBLE.PSEUDOGENE.AT.CG,POSSIBLE.PSEUDOGENE.AT.TA,POSSIBLE.PSEUDOGENE.CG.TA,POSSIBLE.PSEUDOGENE.CG.AT,POSSIBLE.PSEUDOGENE.CG.GC,POSSIBLE.PSEUDOGENE.TOTAL,POSSIBLE.SYNONYMOUS.AT.GC,POSSIBLE.SYNONYMOUS.AT.CG,POSSIBLE.SYNONYMOUS.AT.TA,POSSIBLE.SYNONYMOUS.CG.TA,POSSIBLE.SYNONYMOUS.CG.AT,POSSIBLE.SYNONYMOUS.CG.GC,POSSIBLE.SYNONYMOUS.TOTAL,POSSIBLE.NONSYNONYMOUS.AT.GC,POSSIBLE.NONSYNONYMOUS.AT.CG,POSSIBLE.NONSYNONYMOUS.AT.TA,POSSIBLE.NONSYNONYMOUS.CG.TA,POSSIBLE.NONSYNONYMOUS.CG.AT,POSSIBLE.NONSYNONYMOUS.CG.GC,POSSIBLE.NONSYNONYMOUS.TOTAL,POSSIBLE.NONSENSE.AT.GC,POSSIBLE.NONSENSE.AT.CG,POSSIBLE.NONSENSE.AT.TA,POSSIBLE.NONSENSE.CG.TA,POSSIBLE.NONSENSE.CG.AT,POSSIBLE.NONSENSE.CG.GC,POSSIBLE.NONSENSE.TOTAL,POSSIBLE.TOTAL.AT.GC,POSSIBLE.TOTAL.AT.CG,POSSIBLE.TOTAL.AT.TA,POSSIBLE.TOTAL.CG.TA,POSSIBLE.TOTAL.CG.AT,POSSIBLE.TOTAL.CG.GC,POSSIBLE.TOTAL.TOTAL,OBSERVED.INTERGENIC.AT.GC,OBSERVED.INTERGENIC.AT.CG,OBSERVED.INTERGENIC.AT.TA,OBSERVED.INTERGENIC.CG.TA,OBSERVED.INTERGENIC.CG.AT,OBSERVED.INTERGENIC.CG.GC,OBSERVED.INTERGENIC.TOTAL,OBSERVED.NONCODING.AT.GC,OBSERVED.NONCODING.AT.CG,OBSERVED.NONCODING.AT.TA,OBSERVED.NONCODING.CG.TA,OBSERVED.NONCODING.CG.AT,OBSERVED.NONCODING.CG.GC,OBSERVED.NONCODING.TOTAL,OBSERVED.PSEUDOGENE.AT.GC,OBSERVED.PSEUDOGENE.AT.CG,OBSERVED.PSEUDOGENE.AT.TA,OBSERVED.PSEUDOGENE.CG.TA,OBSERVED.PSEUDOGENE.CG.AT,OBSERVED.PSEUDOGENE.CG.GC,OBSERVED.PSEUDOGENE.TOTAL,OBSERVED.SYNONYMOUS.AT.GC,OBSERVED.SYNONYMOUS.AT.CG,OBSERVED.SYNONYMOUS.AT.TA,OBSERVED.SYNONYMOUS.CG.TA,OBSERVED.SYNONYMOUS.CG.AT,OBSERVED.SYNONYMOUS.CG.GC,OBSERVED.SYNONYMOUS.TOTAL,OBSERVED.NONSYNONYMOUS.AT.GC,OBSERVED.NONSYNONYMOUS.AT.CG,OBSERVED.NONSYNONYMOUS.AT.TA,OBSERVED.NONSYNONYMOUS.CG.TA,OBSERVED.NONSYNONYMOUS.CG.AT,OBSERVED.NONSYNONYMOUS.CG.GC,OBSERVED.NONSYNONYMOUS.TOTAL,OBSERVED.NONSENSE.AT.GC,OBSERVED.NONSENSE.AT.CG,OBSERVED.NONSENSE.AT.TA,OBSERVED.NONSENSE.CG.TA,OBSERVED.NONSENSE.CG.AT,OBSERVED.NONSENSE.CG.GC,OBSERVED.NONSENSE.TOTAL,OBSERVED.TOTAL.AT.GC,OBSERVED.TOTAL.AT.CG,OBSERVED.TOTAL.AT.TA,OBSERVED.TOTAL.CG.TA,OBSERVED.TOTAL.CG.AT,OBSERVED.TOTAL.CG.GC,OBSERVED.TOTAL.TOTAL
Ara+3_2000gen_1160B.gd,Ara+3_2000gen_1160B,LTEE,Ara+3,2000,B,10,4,2,2,0,0,0,2,0,0,4,18528,2892,4465410,4629812,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,4,0,0,0,0,0,0,0,0,2,0,1,1,0,4
Ara+3_5000gen_2175A.gd,Ara+3_5000gen_2175A,LTEE,Ara+3,5000,A,147,107,37,2,0,0,0,1,0,0,107,6423,1470,4465410,4629812,25,67,1,0,3,11,0,1,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,6,0,1,4,0,0,11,0,0,0,0,0,0,0,2,0,0,1,0,0,3,13,0,0,12,0,0,25,29,0,1,34,2,1,67,0,0,0,1,0,0,1,50,0,2,52,2,1,107
Ara+3_5000gen_2175B.gd,Ara+3_5000gen_2175B,LTEE,Ara+3,5000,B,152,116,34,1,0,0,0,1,0,0,116,6187,1470,4465410,4629812,28,74,2,0,1,11,0,1,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,8,0,1,2,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,13,0,0,28,29,0,1,40,3,1,74,0,0,0,2,0,0,2,52,0,2,58,3,1,116
Ara+3_10000gen_4532A.gd,Ara+3_10000gen_4532A,LTEE,Ara+3,10000,A,331,279,46,4,0,0,0,2,0,0,279,60106,2925,4465410,4629812,77,167,4,0,3,28,0,2,0,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,16,0,1,11,0,0,28,0,0,0,0,0,0,0,1,0,0,2,0,0,3,33,0,0,44,0,0,77,80,1,1,80,2,3,167,0,0,0,4,0,0,4,130,1,2,141,2,3,279
Ara+3_10000gen_4532B.gd,Ara+3_10000gen_4532B,LTEE,Ara+3,10000,B,376,310,59,4,0,0,0,3,0,0,310,38446,4380,4465410,4629812,89,185,3,0,5,28,0,3,0,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,15,0,1,12,0,0,28,0,0,0,0,0,0,0,1,0,0,4,0,0,5,42,0,0,47,0,0,89,88,0,1,89,2,5,185,0,0,0,3,0,0,3,146,0,2,155,2,5,310
Ara+3_15000gen_7185A.gd,Ara+3_15000gen_7185A,LTEE,Ara+3,15000,A,655,532,119,3,0,0,0,1,0,0,532,29990,1542,4465410,4629812,155,295,11,0,11,60,0,1,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,35,0,1,24,0,0,60,0,0,0,0,0,0,0,4,0,0,7,0,0,11,63,0,0,90,1,1,155,160,0,3,125,2,5,295,0,0,0,11,0,0,11,262,0,4,257,3,6,532
Ara+3_15000gen_7185B.gd,Ara+3_15000gen_7185B,LTEE,Ara+3,15000,B,646,526,115,2,0,1,0,2,0,0,526,29507,3238,4465410,4629812,153,291,10,0,11,61,0,1,1,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,34,0,1,26,0,0,61,0,0,0,0,0,0,0,4,0,0,7,0,0,11,62,0,0,89,1,1,153,159,0,2,124,2,4,291,0,0,0,10,0,0,10,259,0,3,256,3,5,526
Ara+3_20000gen_8602A.gd,Ara+3_20000gen_8602A,LTEE,Ara+3,20000,A,875,732,140,2,0,0,0,1,0,0,732,29517,1551,4465410,4629812,220,408,16,0,12,76,0,1,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,46,0,1,29,0,0,76,0,0,0,0,0,0,0,5,0,0,7,0,0,12,102,1,0,115,1,1,220,225,1,3,173,2,4,408,0,0,0,16,0,0,16,378,2,4,340,3,5,732
Ara+3_20000gen_8602B.gd,Ara+3_20000gen_8602B,LTEE,Ara+3,20000,B,873,729,141,2,0,0,0,1,0,0,729,29523,1545,4465410,4629812,215,411,16,0,13,74,0,1,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,43,0,1,30,0,0,74,0,0,0,0,0,0,0,5,0,0,8,0,0,13,97,0,0,116,1,1,215,223,1,3,178,2,4,411,0,0,0,16,0,0,16,368,1,4,348,3,5,729
Ara+3_30000gen_10410.gd,Ara+3_30000gen_10410,LTEE,Ara+3,30000,A,1133,947,179,4,0,0,0,3,0,0,947,70558,4277,4465410,4629812,294,523,17,0,16,97,0,1,2,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,58,0,1,38,0,0,97,0,0,0,0,0,0,0,5,0,0,11,0,0,16,149,0,0,141,1,2,293,282,1,3,229,2,7,524,0,0,0,17,0,0,17,494,1,4,436,3,9,947
Ara+3_30000gen_10411.gd,Ara+3_30000gen_10411,LTEE,Ara+3,30000,B,1148,967,174,4,0,0,0,3,0,0,967,82409,4281,4465410,4629812,291,540,18,0,16,102,0,1,2,0,0,1,1,0,1,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,64,0,1,37,0,0,102,0,0,0,0,0,0,0,6,0,0,10,0,0,16,144,0,0,143,1,2,290,297,0,3,231,2,8,541,0,0,0,18,0,0,18,511,0,4,439,3,10,967
Ara+3_40000gen_10953.gd,Ara+3_40000gen_10953,LTEE,Ara+3,40000,A,1537,1267,261,5,0,0,0,4,0,0,1267,92750,5757,4465410,4629812,391,707,23,0,18,128,0,1,2,0,1,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,78,0,1,47,2,0,128,0,0,0,0,0,0,0,6,0,0,12,0,0,18,199,0,0,186,2,3,390,387,2,3,304,3,9,708,0,0,0,23,0,0,23,670,2,4,572,7,12,1267
Ara+3_40000gen_10954.gd,Ara+3_40000gen_10954,LTEE,Ara+3,40000,B,1542,1275,259,4,0,0,0,4,0,0,1275,70598,5758,4465410,4629812,391,710,25,0,20,129,0,1,2,0,1,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,79,1,1,47,1,0,129,0,0,0,0,0,0,0,8,0,0,12,0,0,20,195,0,0,190,2,3,390,393,2,3,299,4,10,711,0,0,0,25,0,0,25,675,3,4,573,7,13,1275
Ara+3_50000gen_11345.gd,Ara+3_50000gen_11345,LTEE,Ara+3,50000,A,1734,1453,271,6,0,0,0,4,0,0,1454,100311,5766,4465410,4629812,452,811,25,0,21,144,0,1,2,0,1,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,86,0,1,56,1,0,144,0,0,0,0,0,0,0,8,0,0,13,0,0,21,229,0,0,216,3,3,451,445,3,4,343,3,14,812,0,0,0,25,0,0,25,768,3,5,653,7,17,1453
Ara+3_50000gen_11346.gd,Ara+3_50000gen_11346,LTEE,Ara+3,50000,B,1648,1368,270,5,0,0,0,5,0,0,1368,92764,5873,4465410,4629812,410,764,27,0,21,146,2,1,2,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,88,0,1,55,1,0,145,1,0,0,0,0,0,1,7,0,0,13,0,0,20,205,0,0,198,3,3,409,421,2,3,327,5,8,766,0,0,0,27,0,0,27,722,2,4,620,9,11,1368
Ara+4_500gen_771A.gd,Ara+4_500gen_771A,LTEE,Ara+4,500,A,2,1,0,0,0,1,0,0,0,0,1,0,132528,4465410,4629812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ara+4_500gen_771B.gd,Ara+4_500gen_771B,LTEE,Ara+4,500,B,3,2,1,0,0,0,0,0,0,0,2,1,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2
Ara+4_1000gen_961A.gd,Ara+4_1000gen_961A,LTEE,Ara+4,1000,A,2,1,1,0,0,0,0,0,0,0,1,1,0,4465410,4629812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ara+4_1000gen_961B.gd,Ara+4_1000gen_961B,LTEE,Ara+4,1000,B,4,2,1,1,0,0,0,0,0,0,2,3948,0,4465410,4629812,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2
Ara+4_1500gen_1065A.gd,Ara+4_1500gen_1065A,LTEE,Ara+4,1500,A,7,5,1,1,0,0,0,0,0,0,5,3948,0,4465410,4629812,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,5
Ara+4_1500gen_1065B.gd,Ara+4_1500gen_1065B,LTEE,Ara+4,1500,B,9,8,1,0,0,0,0,0,0,0,8,1,0,4465410,4629812,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,4,0,0,0,0,0,0,0,2,2,0,2,2,0,8
Ara+4_2000gen_1161A.gd,Ara+4_2000gen_1161A,LTEE,Ara+4,2000,A,6,4,1,1,0,0,0,0,0,0,4,3948,0,4465410,4629812,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,4
Ara+4_2000gen_1161B.gd,Ara+4_2000gen_1161B,LTEE,Ara+4,2000,B,6,3,1,1,0,0,0,1,0,0,3,6109,1458,4465410,4629812,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,0,3
Ara+4_5000gen_2176A.gd,Ara+4_5000gen_2176A,LTEE,Ara+4,5000,A,11,7,2,1,0,0,0,1,0,0,7,3950,776,4465410,4629812,0,5,0,0,0,2,1,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,5,0,0,0,0,0,0,0,1,0,0,5,1,0,7
Ara+4_5000gen_2176B.gd,Ara+4_5000gen_2176B,LTEE,Ara+4,5000,B,8,6,1,1,0,0,0,0,0,0,6,3948,0,4465410,4629812,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,5,0,0,0,0,0,0,0,1,0,0,4,1,0,6
Ara+4_10000gen_4533A.gd,Ara+4_10000gen_4533A,LTEE,Ara+4,10000,A,21,12,5,2,0,1,0,1,0,0,12,16039,13301,4465410,4629812,0,11,0,0,0,1,0,0,0,0,1,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,1,0,11,0,0,0,0,0,0,0,2,1,1,7,1,0,12
Ara+4_10000gen_4533B.gd,Ara+4_10000gen_4533B,LTEE,Ara+4,10000,B,21,12,5,2,0,1,0,1,0,0,12,16039,13301,4465410,4629812,0,11,0,0,0,1,0,0,0,0,1,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,1,0,11,0,0,0,0,0,0,0,2,1,1,7,1,0,12
Ara+4_15000gen_7186A.gd,Ara+4_15000gen_7186A,LTEE,Ara+4,15000,A,27,14,6,4,0,1,0,2,0,0,14,39546,14747,4465410,4629812,0,12,0,0,0,2,0,1,0,0,1,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,6,1,0,12,0,0,0,0,0,0,0,3,2,1,7,1,0,14
Ara+4_15000gen_7186B.gd,Ara+4_15000gen_7186B,LTEE,Ara+4,15000,B,27,15,6,3,0,1,0,2,0,0,15,16253,14747,4465410,4629812,0,12,0,0,0,3,0,1,0,0,1,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,6,1,0,12,0,0,0,0,0,0,0,3,2,1,8,1,0,15
Ara+4_20000gen_8603A.gd,Ara+4_20000gen_8603A,LTEE,Ara+4,20000,A,40,21,6,7,0,1,0,5,0,0,21,89728,17748,4465410,4629812,1,16,0,0,0,4,2,2,0,0,1,2,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2,6,2,0,16,0,0,0,0,0,0,0,6,4,2,7,2,0,21
Ara+4_20000gen_8603B.gd,Ara+4_20000gen_8603B,LTEE,Ara+4,20000,B,36,21,6,6,0,1,0,2,0,0,21,73499,14747,4465410,4629812,1,16,0,0,0,4,0,1,0,0,1,2,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2,7,1,0,16,0,0,0,0,0,0,0,6,4,2,8,1,0,21
